region,crop,crop_variety,season,soil_ph,soil_moisture_pct,nitrogen_N_mg_kg,phosphorus_P_mg_kg,potassium_K_mg_kg,rainfall_mm,temperature_c,farm_size_acres,yield_value,yield_unit,yield_category
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.05,65.0,85.0,52.3,138.8,1214.6,27.0,1.41,11.17,bags_per_acre,Low
Northern,Tomato,Local,Minor,6.18,72.4,139.8,53.4,98.7,859.8,30.0,2.61,1639.6,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Major,5.6,57.1,59.7,3.7,56.1,1111.4,26.9,7.54,8.87,bags_per_acre,Low
Eastern,Maize,Local,Major,5.72,58.7,100.0,79.3,54.2,1334.2,26.3,12.58,9.85,bags_per_acre,Low
Northern,Tomato,Local,Major,5.98,60.1,5.0,2.0,304.2,807.0,31.7,4.22,715.4,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Minor,6.26,76.5,48.3,39.1,154.1,1283.2,26.5,8.34,3822.1,kg_per_acre,Medium
Volta,Maize,Hybrid OPV,Major,6.79,41.9,162.7,20.2,39.2,1117.4,30.0,9.12,11.31,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.44,80.2,98.9,48.2,47.6,1000.4,28.4,2.65,9.54,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Major,4.81,45.3,129.3,40.5,53.5,1693.9,25.6,1.14,10.69,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.65,66.3,105.3,50.2,81.4,809.0,26.5,1.58,11.94,bags_per_acre,Low
Volta,Maize,Local,Minor,6.56,60.4,103.2,38.8,98.7,956.8,29.8,1.91,8.88,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,7.24,36.5,76.9,43.6,193.9,879.7,29.4,2.67,8.79,bags_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,7.74,59.4,40.5,48.1,151.5,1032.0,27.6,1.07,2517.5,kg_per_acre,Medium
Volta,Maize,Hybrid OPV,Minor,5.96,51.3,88.8,25.5,148.5,905.6,30.4,7.61,9.72,bags_per_acre,Low
Western,Tomato,Pectomech,Major,5.75,85.2,122.2,78.8,178.5,2026.0,28.8,5.17,3363.0,kg_per_acre,Medium
Ashanti,Maize,Local,Minor,5.44,57.7,96.7,44.8,145.9,1842.0,25.5,0.62,8.26,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,5.59,47.2,106.5,23.7,84.8,1443.9,26.9,0.5,14.48,bags_per_acre,Medium
Ashanti,Tomato,Local,Major,5.79,31.5,51.0,49.1,58.1,1112.4,25.6,0.5,1527.0,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,6.97,35.8,77.2,55.3,110.6,1016.0,28.6,2.35,1613.3,kg_per_acre,Low
Volta,Maize,Local,Major,6.63,55.0,188.7,39.6,106.0,1334.4,27.5,2.45,9.48,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,5.53,67.0,50.1,34.5,41.0,1171.3,25.7,0.65,1239.2,kg_per_acre,Low
Northern,Maize,Local,Major,6.4,10.0,100.0,53.5,81.0,1118.5,30.8,2.29,3.59,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.86,48.8,17.5,87.6,170.0,1584.5,26.1,0.73,3615.1,kg_per_acre,Medium
Eastern,Tomato,Pectomech,Minor,5.51,32.7,122.4,38.6,158.1,1373.1,26.5,1.22,1717.8,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Major,6.43,41.9,109.8,18.3,108.0,1502.5,26.6,0.96,3162.0,kg_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,5.92,39.6,113.4,27.6,151.5,1281.0,26.9,1.1,3622.8,kg_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Minor,6.41,38.1,141.5,26.5,144.3,1147.9,27.6,0.52,14.19,bags_per_acre,Medium
Volta,Maize,Pioneer 30G19,Major,5.49,72.7,29.5,19.2,78.1,1313.4,27.1,4.81,9.19,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,5.67,63.1,50.3,44.3,135.0,1320.4,26.3,2.25,12.08,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,5.72,57.7,152.6,33.7,99.5,1738.6,24.3,0.5,13.41,bags_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Minor,6.67,47.2,144.0,53.3,141.7,1238.5,26.7,2.71,2564.3,kg_per_acre,Medium
Northern,Tomato,Local,Minor,6.09,42.2,114.8,36.6,43.9,1021.1,31.5,2.27,1373.6,kg_per_acre,Low
Eastern,Maize,Hybrid OPV,Major,5.93,49.8,96.8,60.1,189.1,1099.1,28.4,7.33,15.46,bags_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Minor,6.13,43.9,49.7,2.0,149.2,1118.3,26.6,0.98,2345.0,kg_per_acre,Low
Western,Maize,Hybrid OPV,Major,5.34,46.2,185.7,19.7,125.7,1699.7,24.2,5.91,13.85,bags_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Major,5.72,62.4,81.8,27.3,85.2,1076.9,27.7,0.99,14.83,bags_per_acre,Medium
Western,Maize,Hybrid OPV,Minor,4.96,29.2,108.0,55.1,43.6,2037.9,25.9,1.27,7.32,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,7.13,57.5,123.0,17.5,103.0,1088.5,31.8,0.5,10.28,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Major,6.12,29.0,81.6,54.6,61.5,1329.4,26.0,1.32,9.54,bags_per_acre,Low
Western,Tomato,Local,Major,5.79,47.9,105.1,18.1,111.7,1487.6,26.1,0.5,1881.9,kg_per_acre,Low
Volta,Tomato,Local,Major,6.2,51.8,105.3,70.3,97.3,1106.7,26.8,0.58,1996.2,kg_per_acre,Low
Western,Tomato,Local,Major,6.52,78.8,79.5,2.0,92.2,2335.2,24.9,0.56,1584.1,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,6.94,48.6,151.0,34.9,148.6,1094.7,27.0,1.41,12.86,bags_per_acre,Medium
Northern,Tomato,Pectomech,Major,6.07,30.3,88.4,31.8,140.4,1090.6,29.5,0.86,1709.1,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Major,5.59,20.6,113.6,41.8,36.6,1662.3,29.0,0.5,7.54,bags_per_acre,Low
Ashanti,Tomato,Local,Major,6.46,55.4,159.2,5.5,66.0,1729.7,25.4,3.33,1500.0,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,6.0,50.9,92.1,37.5,160.7,1172.4,28.6,3.63,14.47,bags_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,5.91,39.8,123.1,56.4,20.0,1396.0,28.2,2.88,3315.8,kg_per_acre,Medium
Western,Tomato,F1 Hybrid,Minor,6.22,46.2,92.9,63.8,112.3,1708.1,24.1,4.53,4846.2,kg_per_acre,Medium
Eastern,Maize,Pioneer 30G19,Major,5.62,63.2,57.8,2.0,189.8,1224.5,25.3,1.38,10.99,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,7.23,44.5,61.3,50.7,169.0,1324.1,30.0,0.5,12.7,bags_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Major,6.16,73.4,45.2,39.7,81.6,925.3,28.1,0.63,2762.0,kg_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Major,6.1,63.4,105.3,47.7,133.2,1265.9,24.0,1.66,14.74,bags_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.08,61.7,71.9,69.4,59.1,1400.6,26.1,0.5,14.4,bags_per_acre,Medium
Eastern,Maize,Hybrid OPV,Major,6.64,60.2,115.7,27.2,119.8,1257.7,27.4,0.5,14.13,bags_per_acre,Medium
Eastern,Tomato,Local,Major,6.02,54.7,114.8,44.3,59.0,1083.7,23.7,5.02,2124.0,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,6.52,39.6,111.1,63.1,73.1,783.5,33.9,3.63,1932.7,kg_per_acre,Low
Eastern,Maize,Local,Major,5.68,71.5,116.2,31.4,184.7,1556.7,27.4,0.5,11.23,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Minor,5.93,66.6,143.8,21.9,93.6,1045.1,26.8,0.5,9.63,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Major,5.65,41.1,42.6,8.0,136.7,1210.1,26.6,7.99,6.96,bags_per_acre,Low
Northern,Maize,Local,Minor,5.96,47.9,143.7,29.6,227.4,1100.4,28.6,4.66,5.97,bags_per_acre,Low
Northern,Maize,Local,Minor,7.32,56.5,69.8,36.6,187.1,621.1,29.1,8.05,4.44,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,5.87,73.5,111.1,44.8,29.9,1275.2,23.7,2.3,15.9,bags_per_acre,Medium
Brong-Ahafo,Maize,Hybrid OPV,Major,6.45,43.2,109.5,68.5,184.8,1187.0,28.2,4.2,15.36,bags_per_acre,Medium
Western,Maize,Pioneer 30G19,Major,7.18,80.0,43.5,66.6,108.0,1828.4,25.7,1.99,13.88,bags_per_acre,Medium
Volta,Maize,Local,Minor,6.47,48.8,107.2,5.5,207.1,914.9,29.0,0.5,6.91,bags_per_acre,Low
Eastern,Maize,Local,Major,5.37,60.4,27.3,16.4,139.8,1155.7,26.9,1.97,6.46,bags_per_acre,Low
Eastern,Maize,Local,Major,5.86,26.3,113.8,32.3,125.9,1451.1,26.5,1.19,7.31,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,5.8,66.3,105.4,44.7,103.5,1300.3,28.3,3.45,4083.2,kg_per_acre,Medium
Ashanti,Tomato,Pectomech,Major,5.64,10.0,67.8,61.2,20.0,1228.7,27.2,4.14,942.8,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,6.24,39.1,128.2,26.5,140.1,870.5,29.5,0.6,2350.1,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.51,45.5,99.5,13.5,126.3,1360.0,28.4,3.33,16.58,bags_per_acre,Medium
Volta,Tomato,Pectomech,Major,5.43,42.6,104.7,50.4,77.8,974.6,25.1,3.01,2233.6,kg_per_acre,Low
Western,Maize,Local,Minor,5.57,60.1,81.2,22.1,148.2,2156.0,26.5,1.7,9.0,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,5.95,61.8,88.4,2.0,244.0,1269.3,27.1,4.4,10.0,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,6.89,51.1,71.0,21.7,116.7,1130.6,28.0,3.77,12.68,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Major,6.03,48.4,63.7,37.3,178.8,1041.8,27.2,6.0,2466.2,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,5.17,22.2,6.8,40.6,89.8,956.9,27.2,2.95,3.7,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,6.29,57.0,97.2,15.9,97.5,2073.9,25.7,0.5,2588.2,kg_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,5.5,41.8,110.6,38.6,149.3,1488.1,27.5,0.75,17.67,bags_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,6.12,77.2,121.7,32.2,223.5,988.1,27.4,3.21,8.85,bags_per_acre,Low
Western,Tomato,Local,Major,6.32,67.0,93.7,21.6,145.2,1924.6,26.2,0.91,2535.0,kg_per_acre,Medium
Ashanti,Tomato,Local,Major,5.49,26.7,89.8,21.9,116.0,1226.0,28.3,4.06,1183.8,kg_per_acre,Low
Western,Tomato,Local,Major,5.59,69.1,136.3,31.6,89.6,2010.3,27.6,2.07,1949.3,kg_per_acre,Low
Western,Tomato,Local,Major,5.7,49.8,184.0,54.0,79.3,1822.0,25.3,1.26,2339.2,kg_per_acre,Low
Northern,Tomato,Local,Major,7.43,57.8,88.2,57.9,168.4,1214.3,30.9,1.1,1654.1,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Minor,6.41,64.2,142.2,35.4,167.5,1344.2,27.0,7.52,13.82,bags_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,5.75,45.7,133.9,39.6,187.5,893.9,27.0,5.43,3181.5,kg_per_acre,Medium
Ashanti,Tomato,Pectomech,Minor,5.3,70.3,102.8,31.7,172.0,1492.0,28.5,0.5,2605.6,kg_per_acre,Medium
Western,Maize,Pioneer 30G19,Major,6.26,37.3,101.4,40.2,84.8,1762.6,23.5,0.86,17.66,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Minor,5.59,61.4,113.3,18.1,243.1,1608.4,27.8,0.68,2456.3,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Minor,5.88,60.0,124.1,31.6,20.0,1411.5,25.5,2.33,13.96,bags_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Major,6.66,27.5,133.2,48.8,20.0,1202.5,24.2,8.05,2162.9,kg_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,7.11,30.0,90.3,67.2,116.8,1030.3,30.2,0.5,10.74,bags_per_acre,Low
Northern,Tomato,Local,Major,6.19,54.5,133.6,55.6,62.9,814.2,29.3,2.65,1725.9,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,5.36,46.6,130.2,38.2,158.0,599.8,27.5,1.22,1397.6,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,6.5,45.5,140.5,2.0,40.7,2081.4,25.8,1.56,2804.7,kg_per_acre,Medium
Eastern,Maize,Pioneer 30G19,Major,5.72,53.7,35.5,19.7,111.6,1119.7,28.9,2.28,12.04,bags_per_acre,Medium
Eastern,Maize,Hybrid OPV,Minor,6.44,22.2,103.7,51.2,113.9,1186.4,27.2,1.43,8.08,bags_per_acre,Low
Ashanti,Tomato,Pectomech,Major,5.76,57.4,184.0,20.7,107.1,1388.6,27.1,1.42,2950.8,kg_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,5.75,24.1,99.2,34.1,73.3,1212.1,27.8,0.73,2131.5,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.49,42.8,78.4,35.2,86.4,1488.5,25.0,2.01,16.59,bags_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Major,6.99,51.3,27.7,27.0,157.5,1495.9,24.9,2.23,12.02,bags_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,6.24,68.0,75.1,66.3,160.2,844.8,31.2,2.64,9.63,bags_per_acre,Low
Eastern,Maize,Local,Major,6.46,70.1,84.4,44.8,80.7,1209.5,26.9,4.55,8.32,bags_per_acre,Low
Western,Maize,Local,Minor,5.42,79.4,110.7,25.0,126.5,2111.2,27.2,0.85,6.53,bags_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Major,6.95,67.2,5.0,32.4,128.8,1419.0,27.2,0.5,2716.8,kg_per_acre,Medium
Northern,Maize,Local,Minor,6.07,43.6,135.7,67.6,37.1,786.4,26.7,3.68,5.16,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.78,67.7,90.4,2.0,143.6,1006.6,28.1,0.87,9.16,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,7.08,69.9,98.5,55.5,190.8,1298.5,25.3,2.09,4760.4,kg_per_acre,Medium
Ashanti,Tomato,Local,Major,6.08,67.4,97.0,8.3,107.3,1423.7,25.8,0.5,1749.0,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,6.73,46.5,31.0,31.7,82.9,1278.7,28.4,3.78,1449.4,kg_per_acre,Low
Western,Maize,Local,Minor,6.29,57.0,207.4,14.4,35.9,1713.5,23.4,0.85,7.4,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Minor,5.92,26.2,94.7,30.9,238.4,1358.3,29.1,0.5,7.81,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.29,36.3,115.1,40.2,129.8,966.8,28.5,0.63,11.29,bags_per_acre,Low
Volta,Maize,Local,Minor,6.56,68.0,79.7,66.5,122.2,898.4,29.6,0.5,9.64,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Major,6.01,44.9,98.2,32.8,182.4,1981.8,25.4,2.4,16.33,bags_per_acre,Medium
Eastern,Tomato,Local,Minor,5.37,27.9,165.3,21.3,207.7,1262.4,25.2,0.81,1149.2,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,7.38,56.0,112.7,40.5,142.7,943.4,26.6,1.77,1973.2,kg_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,5.6,53.6,103.3,41.5,114.4,938.0,30.2,1.89,12.95,bags_per_acre,Medium
Brong-Ahafo,Maize,Local,Minor,6.06,45.6,78.6,45.6,156.1,1535.2,24.9,0.89,10.23,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Minor,5.65,65.0,74.5,2.0,185.2,1733.2,25.5,4.99,12.94,bags_per_acre,Medium
Volta,Maize,Local,Minor,5.19,62.4,156.1,22.3,123.6,1167.3,30.4,0.5,7.16,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Minor,6.14,58.2,183.2,2.0,154.5,1288.7,28.1,2.41,9.06,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,6.5,56.1,86.9,14.6,150.6,728.8,29.0,0.5,7.95,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Minor,7.02,45.4,145.8,21.6,114.1,726.4,31.7,0.6,7.34,bags_per_acre,Low
Ashanti,Maize,Hybrid OPV,Minor,6.53,19.9,34.0,35.3,153.0,1552.5,26.8,3.45,6.71,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Minor,6.21,54.0,112.5,25.2,118.2,1225.6,28.2,2.47,10.7,bags_per_acre,Low
Eastern,Maize,Local,Minor,6.36,56.8,94.2,19.5,194.1,1495.7,28.5,0.5,8.67,bags_per_acre,Low
Volta,Tomato,Local,Minor,5.82,55.7,44.3,38.6,105.9,906.4,25.8,3.46,1306.7,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,6.7,47.7,11.1,40.8,50.6,1897.9,26.4,2.86,2677.4,kg_per_acre,Medium
Brong-Ahafo,Maize,Local,Minor,6.49,72.3,70.0,45.6,73.3,1591.3,28.6,1.44,7.9,bags_per_acre,Low
Northern,Tomato,Pectomech,Major,6.68,68.0,82.4,2.0,33.9,746.7,29.7,0.9,1098.3,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,5.18,59.3,45.7,37.0,100.1,1027.6,26.0,1.09,6.71,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,5.88,39.2,17.5,14.3,264.3,1297.5,30.1,0.92,6.08,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,5.7,53.8,137.9,25.6,151.3,1268.7,26.9,2.11,3938.3,kg_per_acre,Medium
Volta,Tomato,Local,Minor,6.58,73.1,101.4,17.2,181.0,1118.3,27.4,10.78,1526.7,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Minor,5.86,64.3,93.7,48.5,63.8,1431.1,26.4,0.5,2552.0,kg_per_acre,Medium
Volta,Tomato,F1 Hybrid,Major,6.24,19.6,93.4,38.2,64.9,1141.9,27.8,3.26,1796.9,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,6.84,18.2,127.1,33.2,209.3,1067.6,25.1,1.05,1188.2,kg_per_acre,Low
Eastern,Maize,Local,Major,6.09,63.0,104.0,31.0,162.5,1340.2,28.0,1.55,10.27,bags_per_acre,Low
Ashanti,Tomato,Pectomech,Minor,6.26,24.5,27.8,72.3,90.1,1436.0,24.3,0.83,1604.7,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.17,43.3,146.6,26.8,149.3,1003.0,27.6,13.13,17.55,bags_per_acre,Medium
Eastern,Maize,Local,Major,5.97,61.8,109.2,25.6,202.4,1334.3,26.3,7.3,12.27,bags_per_acre,Medium
Western,Maize,Local,Major,5.46,42.8,58.6,47.0,52.4,1880.1,22.5,0.67,8.78,bags_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Minor,6.08,51.7,7.8,17.2,155.5,1228.7,26.8,1.47,1494.9,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,6.48,48.8,96.2,16.1,181.2,1442.9,25.1,0.76,18.83,bags_per_acre,Medium
Western,Maize,Pioneer 30G19,Major,5.7,38.2,93.7,3.7,137.9,1991.7,23.9,1.33,11.9,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,7.25,51.1,45.0,9.6,173.2,997.0,31.8,8.1,6.96,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,5.21,33.7,86.1,2.0,74.6,1294.5,24.5,2.15,1383.8,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,7.35,45.1,78.9,26.1,143.1,1294.1,28.8,4.58,8.46,bags_per_acre,Low
Volta,Tomato,Local,Minor,6.43,37.2,75.8,35.7,88.1,1192.7,27.1,1.03,1453.3,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Major,6.3,62.5,78.1,62.5,121.7,1422.6,26.2,0.98,14.98,bags_per_acre,Medium
Volta,Maize,Pioneer 30G19,Major,6.12,50.2,58.3,30.3,37.4,1180.7,29.7,3.05,13.94,bags_per_acre,Medium
Eastern,Maize,Hybrid OPV,Minor,6.56,58.0,111.0,31.6,173.6,1351.4,27.0,0.5,11.47,bags_per_acre,Low
Ashanti,Tomato,Local,Major,6.1,38.4,28.0,40.2,190.7,1485.5,26.5,2.92,1672.4,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,6.21,65.2,76.9,26.4,83.0,1459.3,26.9,0.53,16.4,bags_per_acre,Medium
Western,Tomato,Pectomech,Minor,5.98,23.8,27.2,22.3,141.4,1747.4,28.0,3.17,1373.6,kg_per_acre,Low
Eastern,Tomato,Pectomech,Major,5.26,53.8,140.2,13.6,27.0,1047.3,26.7,1.18,1927.5,kg_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Major,5.87,47.0,37.3,48.5,159.1,1152.7,23.7,3.22,3399.2,kg_per_acre,Medium
Eastern,Tomato,Local,Major,5.59,50.6,111.3,36.7,189.7,1172.2,25.2,2.61,1901.6,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,6.71,55.5,109.1,27.6,216.4,1199.3,27.9,0.93,3662.5,kg_per_acre,Medium
Northern,Tomato,Local,Major,7.26,77.5,47.0,46.9,106.3,667.1,31.7,1.14,1156.8,kg_per_acre,Low
Western,Maize,Pioneer 30G19,Minor,6.08,29.2,121.9,23.9,130.7,1779.6,23.9,2.59,12.09,bags_per_acre,Medium
Western,Maize,Pioneer 30G19,Minor,5.72,44.1,140.0,16.3,90.1,1603.0,24.1,0.5,16.29,bags_per_acre,Medium
Western,Tomato,Local,Major,7.06,61.0,64.5,36.3,132.0,2170.9,25.9,1.69,2592.4,kg_per_acre,Medium
Northern,Tomato,Pectomech,Major,7.06,69.1,148.9,64.7,76.3,1116.7,29.0,0.5,2601.4,kg_per_acre,Medium
Brong-Ahafo,Tomato,F1 Hybrid,Major,6.55,58.1,17.4,41.3,56.9,998.7,25.5,2.35,2578.6,kg_per_acre,Medium
Northern,Tomato,Local,Major,7.13,52.7,85.5,54.0,184.9,492.4,30.5,2.62,1056.5,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.27,70.7,103.5,11.2,91.2,1262.2,27.5,1.3,11.55,bags_per_acre,Low
Ashanti,Tomato,Pectomech,Minor,6.21,43.3,125.2,35.0,151.7,1227.6,25.6,2.88,2737.8,kg_per_acre,Medium
Western,Maize,Hybrid OPV,Major,5.25,43.5,99.7,25.6,163.7,1584.7,23.7,1.58,11.25,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,6.57,48.9,104.4,62.9,175.0,968.5,26.6,1.63,10.44,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,5.73,51.5,117.0,2.0,202.8,918.4,27.1,2.72,2316.6,kg_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Major,6.13,66.7,156.6,55.3,28.8,1169.7,25.6,0.5,18.38,bags_per_acre,Medium
Northern,Tomato,F1 Hybrid,Minor,6.87,35.0,27.1,36.3,36.7,718.2,30.6,1.05,1387.6,kg_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.4,56.7,34.1,12.6,96.1,1203.7,26.7,0.5,12.39,bags_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,6.42,39.5,137.0,14.6,147.5,957.9,28.1,3.09,8.97,bags_per_acre,Low
Ashanti,Maize,Local,Major,5.26,69.2,103.5,26.7,164.8,1808.7,26.8,0.5,9.28,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.37,60.3,86.0,56.7,197.8,1067.8,28.7,1.59,12.44,bags_per_acre,Medium
Western,Maize,Hybrid OPV,Major,5.92,44.6,70.5,14.5,124.9,1761.5,26.4,0.63,12.77,bags_per_acre,Medium
Volta,Maize,Local,Minor,5.46,81.9,55.9,29.9,135.4,1083.3,26.8,4.41,6.7,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Minor,6.0,43.3,70.6,22.3,279.8,1933.6,26.9,0.93,3563.3,kg_per_acre,Medium
Western,Tomato,Pectomech,Minor,5.39,63.8,17.5,14.9,69.0,1844.7,26.6,1.43,1524.5,kg_per_acre,Low
Ashanti,Tomato,Local,Minor,5.84,51.7,82.6,28.6,134.2,1350.9,28.7,0.5,1518.0,kg_per_acre,Low
Volta,Tomato,Pectomech,Major,5.23,46.5,172.6,48.3,118.5,1208.2,27.0,1.29,2025.8,kg_per_acre,Low
Northern,Maize,Hybrid OPV,Major,5.49,62.9,35.5,63.2,149.6,1034.3,28.5,4.7,7.25,bags_per_acre,Low
Western,Tomato,Local,Minor,5.81,61.3,71.4,52.0,142.0,1497.1,27.4,0.5,2168.6,kg_per_acre,Low
Western,Maize,Local,Major,6.6,65.9,65.8,45.0,159.6,1941.3,23.3,0.76,11.55,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.65,69.6,39.1,49.3,22.9,1185.7,28.9,6.27,10.94,bags_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,6.54,49.8,128.0,41.2,135.8,1052.3,27.4,2.71,3860.5,kg_per_acre,Medium
Northern,Maize,Hybrid OPV,Minor,6.59,27.7,66.6,18.1,225.2,916.5,29.1,6.53,5.42,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.96,58.3,80.3,42.0,242.0,1320.6,26.2,6.92,12.47,bags_per_acre,Medium
Northern,Maize,Local,Major,6.0,72.3,171.7,47.2,211.8,1022.2,29.2,1.42,7.29,bags_per_acre,Low
Volta,Maize,Local,Major,5.68,67.8,66.1,24.0,111.7,1084.3,29.2,2.61,7.56,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,6.52,77.5,100.7,11.4,31.5,1077.0,29.4,3.49,5.97,bags_per_acre,Low
Western,Maize,Local,Major,5.86,17.3,156.9,43.8,197.5,1452.3,27.7,2.56,9.07,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Major,5.81,30.0,19.2,42.3,108.9,1844.5,25.8,0.5,10.28,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Minor,5.46,65.7,73.1,24.2,20.0,1571.3,24.5,3.59,2509.3,kg_per_acre,Medium
Eastern,Tomato,Local,Minor,5.68,62.3,36.7,35.3,118.4,1306.4,24.3,0.96,1474.3,kg_per_acre,Low
Western,Tomato,Local,Minor,5.04,33.6,94.3,25.0,111.2,2024.8,26.9,1.18,1166.7,kg_per_acre,Low
Eastern,Tomato,Local,Major,6.27,76.0,148.3,67.1,160.6,1269.8,26.3,1.07,2346.9,kg_per_acre,Low
